"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"Teremana Tequila Reposado - 750ml","","","42.99","34.99","https://www.oldtowntequila.com/teremana-tequila/","34.99","https://www.caskers.com/spirits/tequila/?brand_dropdown=2759","35.99","https://www.moraswines.com/product/teremana-tequila-reposado-mexico-750-ml/","8.0","8.0","No prices found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com); values from other online retailers (Old Town Tequila, Caskers, Mora's Wines). Multiple sources list $34.99."
"Tapatío Blanco - 750ml","","","39.99","41.99","https://www.oldtowntequila.com/tapatio-blanco-tequila-750ml/","44.99","https://kegnbottle.com/products/tapatio-tequila-blanco-750-ml","56.99","https://www.hiproof.com/products/tapatio-blanco-tequila-750ml","-2.0","-5.0","Prices from search results for standard 40% ABV 750ml where available; excluded high-proof variants (e.g., 110 proof). Total Wine lists ~$53 but no exact current price confirmed[8]. No prices found from Amazon, Vivino, or Liquor.com. Avg ex-tax $43[1]."
"Tapatío Añejo - 750ml","","","55.99","37.25","https://www.thewhiskyexchange.com/p/4921/tapatio-anejo-tequila","60","https://sftequilashop.com/products/tapatio-anejo","69.99","https://flaskfinewines.com/products/tapatio-tequila-anejo-1l","18.74","-4.01","Prices in local currencies (GBP for Whisky Exchange, USD for others); no prices found from Amazon, Vivino, or Liquor.com. Total Wine link lacks specific price. Range based on explicit 750ml listings: £37.25 (~$47 USD), $59.99-$60, $69.99. Average ex-tax ~$61 per Wine-Searcher."
"Superbird Tequila Soda Variety Pack - 8 PK","","","21.99","","","","","","","","","The search results do not include pricing data from the requested retailers (Amazon, Total Wine, Vivino, Liquor.com). Available prices from other retailers range from $20.99 to $26.99, but this does not meet the query requirements. A new search targeting the specified retailers is needed to provide the requested data."
"Superbird Tequila Reposado - 750ml","","","9.99","9.99","https://sipsy.com/products/superbird-tequila-reposado-750ml","25.0","https://sftequilashop.com/products/superbird-blanco-reposado-750ml","78.49","https://www.whiskyliquorstore.com/209073/superbird-tequila-reposado-750ml-online-only","0.0","-15.01","Prices from various online retailers; no direct matches from Amazon, Total Wine, Vivino, or Liquor.com in results. Sale prices used where available. Total Wine lists product but no price[10]. Per-bottle price used for wine-to-ship case discount ($39.59/bottle, not extreme)."
"Superbird Tequila Blanco - 750ml","","","9.99","18.94","https://specsonline.com/shop/spirits/superbird-tequila-blanco/","31.99","https://www.caskers.com/superbird-tequila-blanco-750/","39.99","https://qualityliquorstore.com/products/superbird-tequila-blanco","-8.95","-22.0","Prices from various retailers; Total Wine, Amazon, Vivino, and Liquor.com had no specific price data in results. Spec's shows $18.94 (possibly promotional). Quality Liquor Store sale price used for highest. Case pricing and spicy variant excluded."
"Siete Leguas Décadas Blanco - 750ml","","","139.99","130.99","https://flaviar.com/products/siete-leguas-siete-decadas-blanco-tequila-750","142.99","https://www.caskers.com/siete-leguas-siete-decadas-blanco-tequila/","189.97","https://flaskfinewines.com/products/siete-leguas-siete-decadas-blanco-tequila","9.0","-3.0","Prices from various online retailers; specified sites (Amazon, Total Wine, Vivino, Liquor.com) not found in results. Some listings for 700ml. Avg ex-tax ~$150-152 per Wine-Searcher[1][2]."
"Siete Leguas Blanco Reposado, Añejo - 3-Pack","","","139.99","159.95","https://whiskeycaviar.com/products/siete-leguas-blanco-reposado-anejo-tequila-value-bundle","159.99","https://pbexpressliquor.com/products/siete-leguas-blanco-reposado-anejo-tequila-bundle","199.99","https://kegnbottle.com/products/siete-leguas-tequila-combo-pack-3x750ml","-19.96","-20.0","Prices for Siete Leguas Blanco/Reposado/Añejo 3-packs (700ml bottles) from various retailers; no exact matches found on Amazon, Total Wine, Vivino, or Liquor.com. Individual bottle prices available but excluded as query specifies 3-pack."
"Siempre Plata Tequila - 750ml","","","29.99","38.92","https://specsonline.com/shop/spirits/siempre-tequila-plata-6-case/","45","https://www.wine-searcher.com/find/sempre+tequila+plata+jalisco+mexico","50","https://www.pastemagazine.com/drink/tequila/siempre-tequila-review-plata-reposado-flavors-price-agave","-8.93","-15.01","Prices from various retailers; no direct listings found on Amazon, Vivino, or Liquor.com. Total Wine has a listing but no price in results. Prices in USD ex-tax where applicable; retail range $38-50."
"Siembra Azul Blanco Tequila - 750ml","","","74.99","59.95","https://elcerritoliquor.com/products/simbre-azul-blanco-tequila-750ml","70","https://www.wine-searcher.com/find/siembra+azul+tequila+blanco+jalisco+mexico","75","https://siptequila.com/products/siembra-azul-blanco-tequila","15.04","4.99","Prices from various online retailers; Total Wine and others lacked specific prices in results. Average ex-tax $70 per Wine-Searcher[1]. No data from Amazon, Vivino, or Liquor.com."
"Sango Agave Spirit Reposado - 750ml","","","54.99","32.57","https://happy-cork.com/shop/product/sango-african-agave-reposado/66a2d0cb4096a07f79051f70?option-id=ce75a9c6477e37f7bd69e2029ce16092db9e849116c2151a413f5a647f9b17cf","54.99","https://sipsy.com/products/sango-agave-spirit-reposado-750ml","57.49","https://www.reservebar.com/collections/sango-agave","22.42","0.0","Prices from various retailers; Happy Cork lists 'starts from $32.57' (may vary by location/shipping); Binny's sale $49.99; Total Wine no price listed; specified sites (Amazon, Vivino, Liquor.com) absent from results."
"Puro Potro Blanco Tequila - 1L","","","26.99","30.0","https://sftequilashop.com/products/puro-potro-tequila-1l","34.99","https://liquorfreight.com/products/puro-potro-blanco-tequila-1l","47.99","https://greatbooze.com/products/tequila-puro-potro-blanco-1l","-3.01","-8.0","Search results do not include prices from Amazon, Vivino, or Liquor.com. Data compiled from available retailers in search results: SFTequilaShop ($30.00), MMWL ($42.00), Total Wine ($30.00), Liquor Freight ($34.99), and Greatbooze ($47.99). Prices may vary by location and availability."
"Pueblo Viejo Tequila Reposado - 750ml","","","17.99","15.99","https://www.hiproof.com/products/pueblo-viejo-reposado-tequila-750ml","19.99","https://www.marketviewliquor.com/product/spirit/peublo-viejo-reposado-750ml","25.0","https://sftequilashop.com/products/pueblo-viejo-reposado-tequila-750ml","2.0","-2.0","Prices from available search results: HiProof ($15.99 sale), Old Town Tequila ($18.99), Marketview ($19.99), SF Tequila Shop ($25.00), Binny's ($21.99). No prices found from Amazon, Vivino, or Liquor.com in results; Total Wine listing lacked specific price."
"Primo 1861 Blanco Tequila - 750ml","","","69.99","54.99","https://raretequilas.com/products/primo-1861-blanco-tequila","59.99","https://www.totalwine.com/spirits/tequila/blancosilver/primo-1861-blanco-tequila/p/348816750","119.99","https://kegnbottle.com/products/primo-1861-blanco-tequila-750-ml","15.0","10.0","Prices from various online retailers including Total Wine ($59.99). No current prices found from Amazon, Vivino, or Liquor.com in results. Prices exclude tax/shipping; may vary by location."
"On the Rocks Margarita - 375ml","","","13.99","9.99","https://www.hiproof.com/products/on-the-rocks-otr-the-margarita-tequila-cocktail-375ml","11.99","https://shopwinedirect.com/on-the-rocks-hornitos-tequila-the-margarita-ready-to-drink-cocktail-375ml.html","15.99","https://topshelfwineandspirits.com/products/on-the-rocks-hornitos-tequila-the-margarita-ready-to-drink-cocktail-375ml","4.0","2.0","Prices from various online retailers (not limited to specified sites due to limited matches: Total Wine listed but no price shown). Used sale prices where available. Sorted: 9.99[5], 10.99[6][7], 11.99[1], 12.99[3][4], 15.99[2]. Median from 5 prices is 11.99."
"Milagro Tequila Reposado - 750ml","","","22.99","26.28","https://specsonline.com/shop/spirits/milagro-tequila-reposado-6-case/","27.99","https://pjwine.com/products/milagro-reposado-tequila-750l","34.99","https://theliquorbros.com/products/milagro-tequila-reposado-750ml","-3.29","-5.0","Prices from Spec's ($26.28), PJ Wine ($27.99), Liquor Cave ($32.99), The Liquor Bros sale ($34.99). Total Wine lists product but no price in results. No prices found from Amazon, Vivino, or Liquor.com."
"Mijenta Blanco Tequila Maestra Selection No. 1 - 750ml","","","79.99","79.99","https://siptequila.com/products/mijenta-maestra-selection-no-2-blanco-tequila","84.27","https://www.reservebar.com/collections/mijenta-tequila","89.99","https://www.hitimewine.net/mijenta-blanco-maestra-selection-1-50-nom-1412-distilled-by-ana-maria-romero-additive-free-126874","0.0","-4.28","Search results do not include pricing from Amazon, Vivino, or Liquor.com as specified in the query. Data compiled from available online retailers only. Mijenta Maestra Selection No. 1 pricing found: $79.99 (sale price at siptequila.com), $84.27 (ReserveBar), and $89.99 (hitimewine.net). Note: One result ($79.99) appears to be for No. 2 variant; No. 1 specific pricing limited to two sources at $84.27 and $89.99."
"Mijenta Blanco Tequila - 750ml","","","39.99","36.99","https://www.hiproof.com/collections/vendors?q=mijenta","44.99","https://siptequila.com/products/mijenta-blanco","48.99","https://mijenta-tequila.com/collections/all","3.0","-5.0","Prices from various online retailers; official site lists $48.99, Hi Proof $36.99, Sip Tequila $44.99-$49.99, Old Town Tequila $39.99-$45.99, Spec's $41.99, Flaviar/Caskers ~$40-42. No prices found from Amazon, Vivino, or Liquor.com in results. Total Wine page lacks specific price. Avg ex-tax $47 per Wine-Searcher."
"Lost Lore Tequila Reposado - 750ml","","","64.99","52.99","https://www.hiproof.com/products/lost-lore-tequila-reposado-750ml","64.99","https://siptequila.com/products/lost-lore-reposado","72.99","https://www.caskers.com/lost-lore-tequila-reposado/","12.0","0.0","Prices from various online retailers; Total Wine, Amazon, Vivino, and Liquor.com had no listed prices in search results. Sale prices used where applicable."
"Lost Lore Blanco Still Strength Tequila - 750ml","","","89.99","57.43","https://www.saratogawine.com/product/lost-lore-tequila-blanco-still-strength-750ml/","84.99","https://shopwinedirect.com/lost-lore-still-strength-blanco-tequila-750ml.html","89.99","https://kegnbottle.com/products/lost-lore-high-proof-blanco-tequila-750-ml","32.56","5.0","Prices from various online retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as none were found); selected sale prices where available: $57.43[2], $67.99[1], $84.99[3][6], $85[5], $89.99[4][9]. Median from ordered list."
"León y Sol Tequila Reposado - 750ml","","","64.99","59.95","https://www.miralomamarket.com/products/leon-y-sol-reposado","60.99","https://flaviar.com/products/leon-y-sol-reposado-tequila-750","79.99","https://www.passionspirits.com/leon-y-sol-tequila-reposado","5.04","4.0","Prices from various online retailers; none found from specified retailers Amazon, Total Wine, Vivino, or Liquor.com. Sorted from available: $59.95[3], $59.99[4], $60.00[8], $60.99[6], $64.99[2], $79.99[5]. Avg ex-tax $86[1]."
"León y Sol Tequila Blanco - 750ml","","","46.99","44.99","https://flaviar.com/products/leon-y-sol-blanco-tequila-750","49.99","https://www.oldtowntequila.com/leon-y-sol/","77.99","https://www.whiskyliquorstore.com/228461/leon-y-sol-tequila-blanco-750ml","2.0","-3.0","Prices from Flaviar ($44.99), Old Town Tequila ($49.99), Sipsy ($46.99), ReserveBar ($70.79), Whisky Liquor Store ($77.99). No prices found on Amazon, Vivino, or Liquor.com. Total Wine listed without price. Median calculated from available prices: 44.99, 46.99, 49.99, 70.79, 77.99."
"Kokoro Plata Tequila - 750ml","","","69.99","70.99","https://flaviar.com/products/kokoro-spirits-tequila-plata-750","79.99","https://www.totalwine.com/spirits/tequila/blancosilver/kokoro-plata-tequila/p/2126233441","85.0","https://sftequilashop.com/products/claude-edition-kokoro-tequila-plata-750ml","-1.0","-10.0","Prices from various online retailers; Total Wine lists product but no explicit price in snippet. No prices found from Amazon, Vivino, or Liquor.com. Prices in USD for 750ml."
"Gran Centenario Añejo - 750ml","","","29.99","29.99","https://shopsk.com/products/gran-centenario-anejo-tequila","39.0","https://www.wine-searcher.com/find/grand+centenario+tequila+anejo+jalisco+mexico/1/usa","56.99","https://www.bcliquorstores.com/product/78002","0.0","-9.01","Prices from various online retailers; Total Wine lacks explicit price in results. Wine-Searcher avg ex-tax. No data from Amazon, Vivino, Liquor.com."
"General Gorostieta Tequila Blanco - 750ml","","","65.99","54.95","https://elcerritoliquor.com/products/tequila-general-gorostieta-blanco-750ml","64.99","https://www.liquorcave.com/products/general-gorostieta-blanco-tequila","80.99","https://unwindbottleshop.com/products/tequila-general-gorostieta-blanco-104pf-750ml","11.04","1.0","Prices from various online retailers; Total Wine lacks listed price, Amazon/Vivino/Liquor.com not in results. Some listings may be high-proof variants or sales. Sorted: 54.95[7], 55.99[2], 59.99[5,8], 64.99[1,9], 69.99[2], 80.99[4]. Median from unique values."
"G4 Tequila Blanco & Reposado Pack","","","99.99","94.99","https://kegnbottle.com/products/g4-reposado-combo-pack-2x750ml","149.99","https://www.thebarreltap.com/products/g4-blanco-reposado-tequila-bundle","154.99","https://www.oldtowntequila.com/brands/G4.html","5.0","-50.0","Prices for G4 Blanco & Reposado packs/bundles from available retailers (primarily oldtowntequila, kegnbottle, thebarreltap); no listings found on Amazon, Total Wine, Vivino, or Liquor.com for the exact pack. Total Wine lists individual bottles only. Prices in USD as of search results."
"G4 Tequila Blanco - 750ml","","","49.99","36.99","https://www.totalwine.com/spirits/brand/g4-tequila","44.99","https://www.thebarreltap.com/products/g4-blanco-tequila-750ml","49.99","https://siptequila.com/products/g4-blanco","13.0","5.0","Prices from Total Wine ($36.99)[3], Mission Liquor ($36.99)[8], Spec's ($39.89)[2], Barrel Tap ($44.99)[6], Sip Tequila ($49.99)[5]. Avg $48 ex-tax per Wine-Searcher[1]. Specified sites like Amazon, Vivino, Liquor.com had no direct listings in results."
